EmpID,BiasInfluentialFactor,FitmentPercent
9026,EmpScore,76.10232
6304,YearsOfExperince,78.11921
12307,YearsOfExperince,82.91005
17526,CurrentCompanyType,54.07174
11500,CurrentCompanyType,53.056847
11333,DegreeBranch,76.11287
12156,DegreeBranch,91.44136
11591,YearsOfExperince,74.18434
16930,CurrentCompanyType,44.478287
18677,DegreeBranch,76.19486
14424,DegreeBranch,80.36164
24095,EmpScore,60.88382
21803,LatestDegreeCGPA,78.479416
24365,CurrentCompanyType,52.829685
21897,LatestDegreeCGPA,77.460884
12218,CurrentCompanyType,51.984108
6426,Ethinicity,77.5746
18233,Gender,86.36006
16313,Gender,77.09234
19552,YearsOfExperince,80.620514
3394,CurrentCompanyType,58.312767
21300,YearsOfExperince,78.208145
19989,DegreeBranch,81.50421
18968,Gender,76.71581
17609,Gender,82.66239
6393,CurrentCompanyType,67.511604
18566,CurrentCompanyType,60.31889
18652,Gender,79.642136
6284,EmpScore,96.29992
10974,Gender,79.7057
9330,DegreeBranch,78.76738
20382,DegreeBranch,88.6207
14652,CurrentCompanyType,59.20276
15787,Gender,80.24308
19436,CurrentCompanyType,61.810913
7393,MartialStatus,84.496445
9058,DegreeBranch,85.30402
11633,CurrentCompanyType,58.173714
13719,Gender,86.247086
11529,YearsOfExperince,85.3778
10025,EmpScore,55.0969
14861,YearsOfExperince,78.741455
9580,Gender,79.85688
14427,CurrentCompanyType,58.80259
20740,HighestDegree,76.67878
18768,DegreeBranch,76.63851
20259,Gender,78.27219
18190,HighestDegree,81.1146
11050,DegreeBranch,90.48017
21005,Gender,76.70953
17701,Ethinicity,81.03956
10792,DegreeBranch,84.9745
2785,CurrentCompanyType,61.915047
15529,HighestDegree,92.13148
21480,MartialStatus,85.63322
6154,YearsOfExperince,67.462326
5826,HighestDegree,98.25533
11819,DegreeBranch,70.06976
21236,EmpScore,78.789536
8350,CurrentCompanyType,53.334183
15823,Gender,76.0664
9144,Gender,75.3795
13558,YearsOfExperince,81.96242
16434,Gender,75.12135
21895,CurrentCompanyType,56.365543
22161,CurrentCompanyType,58.053356
12676,CurrentCompanyType,50.95256
8441,CurrentCompanyType,50.00243
19130,CurrentCompanyType,59.103786
23954,DegreeBranch,54.999332
23367,Gender,73.159256
20027,Gender,72.80187
3999,CurrentCompanyType,55.966846
22447,YearsOfExperince,78.860054
11876,Ethinicity,77.06241
15118,CurrentCompanyType,56.549866
11302,YearsOfExperince,82.13977
13884,Gender,72.935
22852,Gender,77.82679
3287,DegreeBranch,89.62726
5784,YearsOfExperince,83.95348
24277,DegreeBranch,73.06345
13926,Gender,73.246216
2852,DegreeBranch,90.714455
5124,HighestDegree,64.72347
22611,CurrentCompanyType,57.58612
14877,Ethinicity,77.56574
20937,EmpScore,59.458904
16154,Gender,76.62258
20388,YearsOfExperince,80.60775
22392,DegreeBranch,92.56707
4555,DegreeBranch,50.57147
17815,EmpScore,54.275707
20186,DegreeBranch,85.746445
23435,Gender,76.130775
16770,DegreeBranch,82.74478
8341,CurrentCompanyType,59.373928
13552,DegreeBranch,79.31563
3915,DegreeBranch,82.11126
23201,DegreeBranch,92.45575
7425,EmpScore,87.09514
4966,Gender,85.43209
2772,DegreeBranch,83.14293
22279,DegreeBranch,81.23713
15389,CurrentCompanyType,56.441387
10680,CurrentCompanyType,60.27501
7030,MartialStatus,77.04535
10250,HighestDegree,55.614086
19636,CurrentCompanyType,90.98997
15436,YearsOfExperince,84.84938
8730,DegreeBranch,86.26335
21298,EmpScore,96.57841
8517,HighestDegree,59.89468
10527,CurrentCompanyType,57.019745
21230,Gender,86.69527
18809,DegreeBranch,76.8928
3934,YearsOfExperince,77.684
10115,YearsOfExperince,84.95564
19773,YearsOfExperince,89.68454
16014,EmpScore,99.47144
7312,EmpScore,89.81104
14091,Gender,82.60707
8717,HighestDegree,58.757423
8953,DegreeBranch,84.84872
17773,MartialStatus,88.30292
2872,MartialStatus,80.66902
21162,Gender,75.92311
15809,CurrentCompanyType,62.458282
11754,Gender,80.54644
9338,DegreeBranch,88.53798
11212,YearsOfExperince,93.78833
5007,DegreeBranch,87.63833
5601,Ethinicity,56.87022
17520,DegreeBranch,83.28776
20883,HighestDegree,61.641792
3944,YearsOfExperince,91.32256
6887,EmpScore,74.26303
20677,YearsOfExperince,98.9354
20521,Gender,84.77669
12514,Gender,72.3428
23706,Gender,79.3639
13513,YearsOfExperince,83.5615
18729,YearsOfExperince,80.263954
22103,Gender,79.436134
15153,DegreeBranch,76.263954
10525,Gender,72.43702
8397,DegreeBranch,89.43802
11678,CurrentCompanyType,55.040123
8262,Gender,85.9045
17024,CurrentCompanyType,54.809246
11735,EmpScore,77.18309
8527,Gender,79.646515
9452,CurrentCompanyType,64.671265
23975,DegreeBranch,85.21747
15880,LatestDegreeCGPA,83.68383
9497,DegreeBranch,86.02196
22405,DegreeBranch,83.04287
17448,HighestDegree,61.51554
19791,DegreeBranch,81.2632
4062,CurrentCompanyType,63.19832
8915,DegreeBranch,81.77506
14298,HighestDegree,75.82177
12434,Gender,79.73805
12028,HighestDegree,86.29933
17305,DegreeBranch,84.15218
9426,CurrentCompanyType,91.43676
10131,Gender,76.718834
9652,Gender,84.009445
14477,Gender,83.42408
2091,Gender,71.68805
3821,DegreeBranch,83.55394
12396,CurrentCompanyType,53.213825
14241,YearsOfExperince,92.04286
23742,DegreeBranch,80.3273
19466,DegreeBranch,63.737648
5883,MartialStatus,69.984886
24132,DegreeBranch,88.38024
16250,EmpScore,86.8426
16401,CurrentCompanyType,64.33259
4824,YearsOfExperince,88.57413
10957,YearsOfExperince,81.993546
11750,DegreeBranch,77.60498
13935,MartialStatus,79.24932
16029,Gender,76.37793
9295,YearsOfExperince,85.57625
21345,CurrentCompanyType,62.200886
22123,Gender,81.38244
19872,Gender,76.80683
17118,HighestDegree,84.543884
17121,MartialStatus,76.593704
6966,DegreeBranch,89.414024
24062,YearsOfExperince,79.52703
9238,HighestDegree,86.30284
6590,YearsOfExperince,83.62775
4352,CurrentCompanyType,57.124832
8562,YearsOfExperince,92.8924
9557,YearsOfExperince,80.40339
7737,DegreeBranch,72.097404
11090,DegreeBranch,53.29032
2898,LatestDegreeCGPA,59.50317
12094,YearsOfExperince,75.14461
10557,Gender,77.15413
19360,Gender,79.57574
12173,DegreeBranch,91.23009
18496,EmpScore,91.00473
4044,MartialStatus,61.230762
8828,Gender,74.9285
5822,DegreeBranch,82.08321
4800,DegreeBranch,60.255
19690,EmpScore,83.70977
13470,DegreeBranch,77.37977
17247,DegreeBranch,82.32435
19126,Gender,82.40113
17279,LatestDegreeCGPA,75.32926
11804,Gender,72.45181
15672,YearsOfExperince,79.88908
6921,YearsOfExperince,92.37322
16364,YearsOfExperince,84.33596
3186,DegreeBranch,54.54373
20973,CurrentCompanyType,57.324814
24245,DegreeBranch,82.01626
23278,DegreeBranch,85.688385
13294,DegreeBranch,96.67907
4768,Gender,76.649315
22217,DegreeBranch,79.02828
12584,Ethinicity,82.32213
8578,Gender,73.64972
10623,DegreeBranch,74.02355
7326,CurrentCompanyType,56.50335
14092,DegreeBranch,93.27825
14482,CurrentCompanyType,66.23862
22022,DegreeBranch,80.2965
23284,DegreeBranch,82.56589
23999,CurrentCompanyType,69.62942
10655,MartialStatus,74.62163
24045,EmpScore,95.27861
4986,Gender,89.75914
22449,DegreeBranch,93.41153
10719,DegreeBranch,82.0054
14917,Gender,84.587036
18926,DegreeBranch,73.5691
5227,DegreeBranch,86.27273
22606,CurrentCompanyType,86.185036
5037,EmpScore,50.027847
13962,Gender,79.197075
7418,YearsOfExperince,79.995926
12572,EmpScore,87.813194
10207,DegreeBranch,84.69875
20347,YearsOfExperince,65.42727
12982,CurrentCompanyType,82.50281
7210,CurrentCompanyType,58.253742
19779,DegreeBranch,85.46153
16265,YearsOfExperince,79.218155
23858,YearsOfExperince,74.881645
19926,Gender,76.160286
9915,MartialStatus,82.46042
14873,DegreeBranch,78.06066
23033,EmpScore,72.526535
20379,CurrentCompanyType,66.514046
23862,Gender,80.72782
3961,DegreeBranch,84.27787
20156,EmpScore,52.072025
2845,CurrentCompanyType,55.79594
21319,Gender,83.673836
23319,Gender,77.33502
11447,Gender,79.71886
23088,Gender,85.45718
13532,EmpScore,90.192604
22777,Gender,82.52082
3951,DegreeBranch,89.926926
19597,YearsOfExperince,72.67292
21097,HighestDegree,81.77797
7022,Ethinicity,81.86122
4812,EmpScore,50.65049
13103,DegreeBranch,94.132095
17395,DegreeBranch,92.22066
2363,DegreeBranch,92.552124
6311,DegreeBranch,76.563545
16964,DegreeBranch,79.65347
10553,Gender,88.53469
19740,DegreeBranch,80.00637
5133,CurrentCompanyType,61.47172
22171,YearsOfExperince,84.8675
20617,DegreeBranch,83.19173
6662,Gender,86.32972
23903,Gender,77.343475
18027,CurrentCompanyType,58.05592
10298,MartialStatus,78.74082
21972,CurrentCompanyType,61.20212
11690,Gender,78.972305
16309,YearsOfExperince,83.99836
20202,EmpScore,70.91521
22074,DegreeBranch,76.71464
6309,DegreeBranch,78.547745
13662,CurrentCompanyType,56.78297
4078,Gender,79.00699
15188,CurrentCompanyType,58.368797
15476,CurrentCompanyType,53.430676
8200,MartialStatus,55.169884
19412,DegreeBranch,84.29969
14712,HighestDegree,82.68007
3415,LatestDegreeCGPA,66.04017
5453,DegreeBranch,80.44777
15238,Gender,83.94395
19323,HighestDegree,83.22483
23188,DegreeBranch,78.74331
6591,EmpScore,88.37429
12101,DegreeBranch,85.499855
17146,Gender,80.05955
9146,HighestDegree,53.52858
22775,Ethinicity,78.15909
13751,DegreeBranch,83.9342
11226,Gender,78.925575
3850,Gender,76.564606
14997,HighestDegree,60.22952
22434,CurrentCompanyType,58.914806
5269,Gender,76.695816
13380,EmpScore,79.49219
22670,HighestDegree,81.520905
15129,Gender,76.493256
6112,YearsOfExperince,63.304802
19858,MartialStatus,78.670616
3195,DegreeBranch,79.33957
15081,CurrentCompanyType,55.373848
12625,CurrentCompanyType,60.547745
2394,EmpScore,59.688835
11722,EmpScore,91.947815
10487,CurrentCompanyType,57.275024
6716,CurrentCompanyType,59.37821
21686,Gender,78.38051
23385,YearsOfExperince,78.72649
20061,CurrentCompanyType,51.142677
13274,YearsOfExperince,73.28911
6434,EmpScore,89.398026
11018,YearsOfExperince,85.99285
7633,MartialStatus,57.820488
3647,EmpScore,91.57154
8764,YearsOfExperince,78.39441
5462,EmpScore,82.594765
5482,YearsOfExperince,74.15314
10636,EmpScore,93.42598
13206,MartialStatus,86.91664
5099,EmpScore,52.340267
10010,DegreeBranch,78.97475
6082,EmpScore,85.12354
13048,MartialStatus,76.580765
19864,Gender,75.116585
11227,YearsOfExperince,63.50696
4186,DegreeBranch,82.41601
4195,DegreeBranch,81.318306
15060,Gender,75.12256
11001,Gender,77.2534
2340,DegreeBranch,70.538895
22965,DegreeBranch,79.18227
5148,YearsOfExperince,78.7681
13601,DegreeBranch,89.768135
9076,DegreeBranch,80.9053
20026,YearsOfExperince,81.19553
16062,DegreeBranch,77.831635
16983,DegreeBranch,81.76782
4603,CurrentCompanyType,66.219475
23344,Gender,77.23541
8109,CurrentCompanyType,59.012047
14277,Gender,80.44676
12639,EmpScore,83.77009
24128,Gender,79.85161
15262,YearsOfExperince,79.5921
11037,DegreeBranch,79.62113
8586,CurrentCompanyType,62.12987
18481,DegreeBranch,74.319855
11232,LatestDegreeCGPA,62.823174
12038,YearsOfExperince,87.59518
5802,CurrentCompanyType,63.656273
8631,EmpScore,63.019917
13476,YearsOfExperince,79.19746
13947,CurrentCompanyType,56.279854
16601,DegreeBranch,80.37736
6751,CurrentCompanyType,51.90626
16303,Ethinicity,78.86302
12486,CurrentCompanyType,84.40609
19548,Gender,79.65832
6731,Gender,84.83456
5410,YearsOfExperince,87.22252
7365,YearsOfExperince,80.33738
14636,Gender,80.86922
15825,CurrentCompanyType,61.956566
18432,EmpScore,91.989716
8161,DegreeBranch,72.05895
9168,Ethinicity,81.93567
5368,DegreeBranch,79.265686
16755,Gender,83.946686
14554,DegreeBranch,82.536736
2859,Gender,76.686195
11652,Gender,82.24091
2715,Gender,82.0735
17972,CurrentCompanyType,48.82165
14439,YearsOfExperince,79.98719
7135,Ethinicity,57.99013
9082,DegreeBranch,88.55246
6327,YearsOfExperince,83.09138
20135,YearsOfExperince,82.10142
9598,Gender,77.55789
9479,DegreeBranch,79.735756
8531,EmpScore,57.761425
17576,CurrentCompanyType,58.807327
7868,Gender,81.12897
4704,Gender,81.84028
2227,EmpScore,88.23476
12599,EmpScore,79.50497
20120,YearsOfExperince,85.71354
22992,MartialStatus,66.20909
11003,CurrentCompanyType,57.25491
12372,Gender,86.013855
8545,DegreeBranch,80.452286
2197,CurrentCompanyType,48.463757
20102,EmpScore,75.67334
19447,YearsOfExperince,84.20565
12226,DegreeBranch,81.623
22898,Gender,89.14941
21509,DegreeBranch,80.35014
19625,Gender,78.45518
9993,Gender,76.47953
12900,DegreeBranch,80.10537
11775,Ethinicity,72.91393
21533,YearsOfExperince,92.452156
6712,Gender,73.93296
2667,EmpScore,88.944
11924,DegreeBranch,83.946625
12068,Gender,80.47127
6016,LatestDegreeCGPA,75.4986
21718,EmpScore,62.206493
6832,CurrentCompanyType,56.789017
9444,EmpScore,91.32866
21789,Gender,89.46889
12651,DegreeBranch,79.79895
5438,Gender,82.23585
17094,CurrentCompanyType,60.69988
2467,CurrentCompanyType,58.876976
3295,Gender,80.18798
2298,MartialStatus,82.44108
9374,YearsOfExperince,81.74186
8325,YearsOfExperince,90.70503
20077,CurrentCompanyType,63.729584
9976,Gender,80.63792
20755,YearsOfExperince,83.052055
8582,Ethinicity,92.22136
17002,Gender,79.84403
14742,EmpScore,86.77445
6849,CurrentCompanyType,91.97309
23690,HighestDegree,81.10992
2723,CurrentCompanyType,58.18258
23389,Gender,80.92014
4551,Gender,75.44183
24155,DegreeBranch,84.99034
17986,CurrentCompanyType,64.072174
3173,YearsOfExperince,79.91239
4753,YearsOfExperince,93.181595
6047,YearsOfExperince,73.15288
12630,DegreeBranch,85.41132
8896,Gender,75.85702
17455,HighestDegree,75.18523
10654,CurrentCompanyType,60.080013
20375,CurrentCompanyType,78.1515
16180,Ethinicity,74.63526
24323,CurrentCompanyType,52.77993
17430,DegreeBranch,83.69913
10603,Ethinicity,80.928246
23431,Gender,75.74737
23339,DegreeBranch,88.24054
19068,DegreeBranch,82.73042
8797,DegreeBranch,94.53072
11220,YearsOfExperince,76.703835
20244,Gender,73.704796
15150,CurrentCompanyType,54.128834
2145,YearsOfExperince,79.24852
2643,EmpScore,90.1184
19659,CurrentCompanyType,60.91101
22395,CurrentCompanyType,54.816647
16986,CurrentCompanyType,57.007744
2938,Gender,74.30064
23372,Gender,82.51467
7675,Gender,84.12646
12534,HighestDegree,90.589485
22145,Gender,79.86124
22403,DegreeBranch,79.5771
8865,HighestDegree,81.73041
16766,MartialStatus,51.331234
14573,HighestDegree,84.15787
17938,CurrentCompanyType,89.25813
20913,DegreeBranch,82.33821
2707,DegreeBranch,83.660736
10035,Ethinicity,77.35556
2342,HighestDegree,85.5797
18984,CurrentCompanyType,62.100212
10572,EmpScore,90.05116
14851,LatestDegreeCGPA,56.088696
2644,YearsOfExperince,84.28876
23598,DegreeBranch,80.70802
5695,Gender,83.52183
8049,Gender,86.98541
2907,Gender,78.076126
17672,YearsOfExperince,59.191437
23746,YearsOfExperince,78.014534
18424,CurrentCompanyType,57.271305
20530,EmpScore,86.86739
14918,EmpScore,82.16071
9320,CurrentCompanyType,59.149765
3024,HighestDegree,77.73968
8489,EmpScore,62.56057
16070,DegreeBranch,80.65447
7289,MartialStatus,62.560703
7789,EmpScore,94.77097
12493,Gender,78.58225
10076,HighestDegree,59.08339
22870,HighestDegree,58.11829
18113,DegreeBranch,84.84099
14232,Ethinicity,80.12336
18076,HighestDegree,73.08864
19544,YearsOfExperince,81.23377
2470,DegreeBranch,92.47932
12813,CurrentCompanyType,60.140293
12270,CurrentCompanyType,89.05751
19184,EmpScore,78.906166
13584,LatestDegreeCGPA,85.19534
4339,CurrentCompanyType,54.457436
17914,YearsOfExperince,84.174126
10917,Gender,85.45537
15879,MartialStatus,80.23268
6427,CurrentCompanyType,63.610264
14040,Gender,82.85986
16305,Gender,78.60087
16513,Gender,75.28828
8960,HighestDegree,86.16081
13799,MartialStatus,53.81298
5379,Gender,80.44236
20457,YearsOfExperince,84.39936
18933,Ethinicity,83.806755
19281,CurrentCompanyType,59.884422
10128,Ethinicity,63.28107
18061,Gender,74.40023
2174,CurrentCompanyType,53.06819
18838,DegreeBranch,80.838715
6795,Gender,84.60223
3224,EmpScore,58.339176
10831,DegreeBranch,89.835724
5177,Gender,72.02332
17845,HighestDegree,67.38902
16084,EmpScore,85.4327
10823,HighestDegree,79.43785
22135,Gender,79.86211
14894,EmpScore,53.650322
6721,CurrentCompanyType,62.527252
23929,Gender,78.20093
4683,DegreeBranch,86.27082
21939,DegreeBranch,81.615685
4619,CurrentCompanyType,58.43667
4059,DegreeBranch,81.8132
4750,Gender,78.47933
16333,CurrentCompanyType,59.444027
7631,Gender,78.74107
17571,YearsOfExperince,76.40609
13223,DegreeBranch,84.33123
6116,EmpScore,79.66839
14670,EmpScore,88.97666
23632,MartialStatus,62.85339
14677,DegreeBranch,77.067894
19234,YearsOfExperince,83.254456
5523,Gender,76.415634
11495,CurrentCompanyType,60.96132
23168,CurrentCompanyType,58.009697
5302,DegreeBranch,90.612305
7925,HighestDegree,83.2074
11796,CurrentCompanyType,59.40732
22722,CurrentCompanyType,56.812428
11147,DegreeBranch,80.481964
3271,CurrentCompanyType,60.042538
7532,CurrentCompanyType,49.370842
22718,DegreeBranch,77.60236
7002,HighestDegree,90.945656
23799,CurrentCompanyType,58.803913
20117,DegreeBranch,80.095276
8931,DegreeBranch,77.04972
12655,DegreeBranch,86.90494
10456,Gender,66.23097
21352,EmpScore,90.86659
8532,CurrentCompanyType,56.576077
4890,YearsOfExperince,80.78369
22035,DegreeBranch,82.39202
12366,YearsOfExperince,75.94468
24342,Gender,80.62022
9218,Gender,80.37202
2918,DegreeBranch,68.79132
22751,EmpScore,77.28721
9299,DegreeBranch,82.58714
10116,YearsOfExperince,80.04762
19046,CurrentCompanyType,53.607956
5724,CurrentCompanyType,53.66794
17626,Gender,75.717
10874,MartialStatus,84.44514
17574,Gender,88.54155
12772,YearsOfExperince,78.73275
18545,CurrentCompanyType,55.254753
16172,YearsOfExperince,90.821396
18997,DegreeBranch,90.33276
24142,CurrentCompanyType,60.09555
10818,DegreeBranch,88.32346
14909,DegreeBranch,81.2535
7996,Gender,82.35446
11575,YearsOfExperince,78.76464
7740,LatestDegreeCGPA,85.53797
16074,CurrentCompanyType,63.303356
21831,CurrentCompanyType,62.58267
18339,DegreeBranch,83.1219
8211,CurrentCompanyType,62.81641
23062,DegreeBranch,82.476585
18654,EmpScore,88.88717
16230,YearsOfExperince,74.74234
19747,DegreeBranch,90.808815
11439,DegreeBranch,78.8013
2888,CurrentCompanyType,59.195755
15800,DegreeBranch,80.22291
2676,HighestDegree,87.81704
8530,Gender,85.546455
24046,DegreeBranch,90.512665
7119,EmpScore,101.086845
20691,MartialStatus,73.75741
23702,DegreeBranch,81.67555
4334,Gender,78.52213
19630,Gender,79.44129
19977,CurrentCompanyType,66.91603
11601,DegreeBranch,83.551285
18181,Gender,84.32087
14495,Ethinicity,52.848442
5433,LatestDegreeCGPA,81.64133
2708,MartialStatus,84.93442
19110,Gender,77.77219
8077,Gender,74.03399
6574,DegreeBranch,88.88422
12076,Ethinicity,78.120964
3813,HighestDegree,80.49182
7864,Gender,82.657875
15259,HighestDegree,82.678505
19304,Ethinicity,83.29963
12613,EmpScore,90.78849
6340,CurrentCompanyType,57.43488
13726,DegreeBranch,80.65728
21799,YearsOfExperince,75.766426
18946,CurrentCompanyType,47.0607
22904,CurrentCompanyType,60.886593
12715,CurrentCompanyType,49.75196
5464,HighestDegree,74.89953
2885,EmpScore,91.186516
8175,YearsOfExperince,79.9781
18310,Gender,82.01266
21078,DegreeBranch,82.37498
13869,YearsOfExperince,83.967285
15964,EmpScore,84.36441
21048,DegreeBranch,90.866714
14638,EmpScore,78.73126
21982,Ethinicity,80.6871
5750,DegreeBranch,82.5481
23484,Gender,82.103645
23656,DegreeBranch,78.3913
18479,Gender,74.81152
11695,HighestDegree,81.57657
7842,Gender,79.68921
2092,YearsOfExperince,85.662704
10587,Gender,77.891205
6208,Gender,84.547485
4927,CurrentCompanyType,56.063065
17015,CurrentCompanyType,66.22459
6074,Ethinicity,56.65014
18384,MartialStatus,81.74299
24181,Gender,81.54918
20806,CurrentCompanyType,50.045242
16059,MartialStatus,48.744457
6400,CurrentCompanyType,59.414352
3219,Gender,80.12788
17911,CurrentCompanyType,53.207428
9737,HighestDegree,60.104595
17547,EmpScore,84.61411
22355,YearsOfExperince,81.253975
9500,Gender,82.79674
11509,CurrentCompanyType,53.156094
13707,YearsOfExperince,80.994415
4624,DegreeBranch,90.39254
21760,Gender,73.36827
10948,DegreeBranch,78.241196
23985,Gender,76.33762
10479,HighestDegree,94.1958
19231,DegreeBranch,89.969894
5709,DegreeBranch,77.60551
13431,Gender,77.84059
22981,Gender,77.78607
6933,EmpScore,78.6199
14159,Gender,76.04164
16588,Ethinicity,87.58352
11588,Gender,77.143265
12666,DegreeBranch,94.26911
4953,DegreeBranch,77.33916
11252,EmpScore,80.267685
8297,YearsOfExperince,77.79974
10845,DegreeBranch,81.33582
8944,HighestDegree,91.79405
23139,DegreeBranch,84.43712
19518,MartialStatus,80.025215
12990,CurrentCompanyType,91.16704
14291,DegreeBranch,78.90558
14179,CurrentCompanyType,51.01579
9680,DegreeBranch,91.761566
13664,YearsOfExperince,82.200615
8516,Ethinicity,74.82146
10647,CurrentCompanyType,86.85192
8171,YearsOfExperince,81.62922
17394,Gender,81.81283
17058,HighestDegree,78.34278
6873,DegreeBranch,88.15454
15125,YearsOfExperince,84.41387
6127,MartialStatus,80.53463
21042,MartialStatus,79.58278
16063,CurrentCompanyType,55.83104
4621,YearsOfExperince,77.766975
14416,DegreeBranch,95.298935
18397,YearsOfExperince,78.96731
5120,HighestDegree,82.61967
12551,CurrentCompanyType,58.165558
20025,CurrentCompanyType,59.07712
14404,DegreeBranch,91.20125
18728,DegreeBranch,77.48996
5771,Gender,81.94086
24313,Gender,78.869644
9022,Gender,78.087715
5716,DegreeBranch,77.4529
18757,CurrentCompanyType,57.567158
11829,CurrentCompanyType,56.315716
10398,Gender,78.23964
18508,EmpScore,79.74572
18302,CurrentCompanyType,63.77725
23412,HighestDegree,61.263805
12476,DegreeBranch,85.48967
3485,HighestDegree,55.84128
20115,Gender,78.59918
17304,CurrentCompanyType,54.131016
3347,Gender,84.28902
13474,YearsOfExperince,89.50427
19974,Gender,73.19438
18300,Gender,83.90238
23366,Ethinicity,54.050556
2109,DegreeBranch,81.79561
21959,YearsOfExperince,75.28701
19383,YearsOfExperince,87.53944
24267,YearsOfExperince,63.12073
21887,DegreeBranch,89.63338
12162,HighestDegree,93.282265
12708,CurrentCompanyType,60.378242
21563,Gender,75.52746
16500,DegreeBranch,60.01808
12807,MartialStatus,79.580635
2592,CurrentCompanyType,52.352257
4148,Ethinicity,82.38038
4464,DegreeBranch,58.01136
12988,Gender,80.01644
20303,DegreeBranch,86.810616
11657,DegreeBranch,83.262794
12932,CurrentCompanyType,56.737732
21458,Gender,88.10194
16997,Gender,84.790855
2479,DegreeBranch,81.997116
17759,DegreeBranch,84.97394
3616,LatestDegreeCGPA,55.589214
4222,DegreeBranch,85.79506
14001,DegreeBranch,89.35492
10286,DegreeBranch,80.98945
12965,YearsOfExperince,86.70838
21357,CurrentCompanyType,65.66002
7914,YearsOfExperince,82.017845
